LGA_name,LGA_rate,offence_count,offence_subdiv,year
Moonee Valley,1.626677511,2,A80 Dangerous and negligent acts endangering people,2021
Moonee Valley,38.226921513,47,A80 Dangerous and negligent acts endangering people,2021
Moonee Valley,44.733631558,55,B20 Property damage,2021
Moonee Valley,13.826758845,17,B20 Property damage,2021
Moonee Valley,36.600244002,45,B30 Burglary/Break and enter,2021
Moonee Valley,170.801138674,210,B30 Burglary/Break and enter,2021
Moonee Valley,109.800732005,135,B30 Burglary/Break and enter,2021
Moonee Valley,246.441642944,303,B40 Theft,2021
Moonee Valley,148.840992273,183,B40 Theft,2021
Moonee Valley,330.21553477,406,B50 Deception,2021
Moonee Valley,8.133387556,10,B50 Deception,2021
Moonee Valley,2.440016267,3,B50 Deception,2021
Moonee Valley,43.920292802,54,C10 Drug dealing and trafficking,2021
Moonee Valley,24.400162668,30,D20 Disorderly and offensive conduct,2021
Moonee Valley,12.200081334,15,D20 Disorderly and offensive conduct,2021
Moonee Valley,0.813338756,1,D30 Public nuisance offences,2021
Moonee Valley,45.546970313,56,E20 Breaches of orders,2021
Moonee Valley,1.626677511,2,F30 Other government regulatory offences,2021
Moonee Valley,66.253371823,84,A20 Assault and related offences,2020
Moonee Valley,138.816588582,176,A20 Assault and related offences,2020
Moonee Valley,117.520861925,149,A30 Sexual offences,2020
Moonee Valley,0.788730617,1,A40 Abduction and related offences,2020
Moonee Valley,3.943653085,5,A40 Abduction and related offences,2020
Moonee Valley,13.408420488,17,"A70 Stalking, harassment and threatening behaviour",2020
Moonee Valley,4.732383702,6,A80 Dangerous and negligent acts endangering people,2020
Moonee Valley,40.225261464,51,B20 Property damage,2020
Moonee Valley,271.323332229,344,B40 Theft,2020
Moonee Valley,946.476740334,1200,B40 Theft,2020
Moonee Valley,124.619437477,158,B40 Theft,2020
Moonee Valley,627.040840471,795,B40 Theft,2020
Moonee Valley,7.887306169,10,B50 Deception,2020
Moonee Valley,1.577461234,2,B50 Deception,2020
Moonee Valley,12.619689871,16,B50 Deception,2020
Moonee Valley,57.577335037,73,C10 Drug dealing and trafficking,2020
Moonee Valley,14.985881722,19,C20 Cultivate or manufacture drugs,2020
Moonee Valley,376.224504283,477,C30 Drug use and possession,2020
Moonee Valley,109.633555755,139,D10 Weapons and explosives offences,2020
Moonee Valley,12.619689871,16,D20 Disorderly and offensive conduct,2020
Moonee Valley,0.788730617,1,D30 Public nuisance offences,2020
Moonee Valley,0.788730617,1,D30 Public nuisance offences,2020
Moonee Valley,100.957518969,128,E10 Justice procedures,2020
Moonee Valley,2.366191851,3,E10 Justice procedures,2020
Moonee Valley,546.590317543,693,E20 Breaches of orders,2020
Moonee Valley,38.64780023,49,E20 Breaches of orders,2020
Moonee Valley,3.943653085,5,E20 Breaches of orders,2020
Port Phillip,200.573744051,223,A20 Assault and related offences,2023
Port Phillip,232.053928095,258,A20 Assault and related offences,2023
Port Phillip,264.433545969,294,A30 Sexual offences,2023
Port Phillip,28.781882554,32,"A70 Stalking, harassment and threatening behaviour",2023
Port Phillip,31.480184044,35,A80 Dangerous and negligent acts endangering people,2023
Port Phillip,2.698301489,3,B10 Arson,2023
Port Phillip,3.597735319,4,B30 Burglary/Break and enter,2023
Port Phillip,518.07388598,576,B30 Burglary/Break and enter,2023
Port Phillip,375.963340868,418,B40 Theft,2023
Port Phillip,0.89943383,1,C10 Drug dealing and trafficking,2023
Port Phillip,125.920736176,140,C10 Drug dealing and trafficking,2023
Port Phillip,5.396602979,6,C20 Cultivate or manufacture drugs,2023
Port Phillip,4.497169149,5,D10 Weapons and explosives offences,2023
Port Phillip,7.195470639,8,D20 Disorderly and offensive conduct,2023
Port Phillip,60.262066598,67,D20 Disorderly and offensive conduct,2023
Port Phillip,5.396602979,6,D30 Public nuisance offences,2023
Port Phillip,4.497169149,5,D30 Public nuisance offences,2023
Port Phillip,111.529794899,124,D30 Public nuisance offences,2023
Port Phillip,1.79886766,2,E10 Justice procedures,2023
Port Phillip,34.178485533,38,E10 Justice procedures,2023
Port Phillip,19.787544256,22,F20 Transport regulation offences,2023
Port Phillip,0.89943383,1,F20 Transport regulation offences,2023
Port Phillip,2.698301489,3,F30 Other government regulatory offences,2023
Port Phillip,0.89943383,1,F90 Miscellaneous offences,2023
Port Phillip,226.944898548,236,A20 Assault and related offences,2022
Port Phillip,59.621117415,62,A20 Assault and related offences,2022
Port Phillip,272.141552072,283,A20 Assault and related offences,2022
Port Phillip,261.563611886,272,A30 Sexual offences,2022
Port Phillip,4.80815463,5,A50 Robbery,2022
Port Phillip,6.731416482,7,A60 Blackmail and extortion,2022
Port Phillip,66.352533897,69,"A70 Stalking, harassment and threatening behaviour",2022
Port Phillip,22.117511299,23,"A70 Stalking, harassment and threatening behaviour",2022
Port Phillip,539.474949514,561,B30 Burglary/Break and enter,2022
Port Phillip,371.189537456,386,B30 Burglary/Break and enter,2022
Port Phillip,2.884892778,3,B30 Burglary/Break and enter,2022
Port Phillip,492.355034138,512,B40 Theft,2022
Port Phillip,507.741128955,528,B40 Theft,2022
Port Phillip,612.558899894,637,B50 Deception,2022
Port Phillip,17.309356669,18,B50 Deception,2022
Port Phillip,0.961630926,1,B50 Deception,2022
Port Phillip,16.347725743,17,C90 Other drug offences,2022
Port Phillip,98.086354457,102,D10 Weapons and explosives offences,2022
Port Phillip,9.616309261,10,D20 Disorderly and offensive conduct,2022
Port Phillip,50.966439081,53,D20 Disorderly and offensive conduct,2022
Port Phillip,6.731416482,7,D20 Disorderly and offensive conduct,2022
Port Phillip,0.961630926,1,D30 Public nuisance offences,2022
Port Phillip,169.247042985,176,E10 Justice procedures,2022
Port Phillip,12.501202039,13,E10 Justice procedures,2022
Port Phillip,121.165496682,126,E20 Breaches of orders,2022
Port Phillip,0.961630926,1,F30 Other government regulatory offences,2022
Port Phillip,13.462832965,14,F90 Miscellaneous offences,2022
Port Phillip,133.413252383,138,A20 Assault and related offences,2021
Port Phillip,65.739863493,68,A20 Assault and related offences,2021
Port Phillip,357.702198418,370,A20 Assault and related offences,2021
Port Phillip,9.667626984,10,A50 Robbery,2021
Port Phillip,0.966762698,1,A60 Blackmail and extortion,2021
Port Phillip,25.135830159,26,"A70 Stalking, harassment and threatening behaviour",2021
Port Phillip,77.34101587399999,80,"A70 Stalking, harassment and threatening behaviour",2021
Port Phillip,0.966762698,1,B10 Arson,2021
Port Phillip,677.700651598,701,B20 Property damage,2021
Port Phillip,71.540439684,74,B20 Property damage,2021
Port Phillip,3.867050794,4,B30 Burglary/Break and enter,2021
Port Phillip,307.4305381,318,B30 Burglary/Break and enter,2021
Port Phillip,484.348111912,501,B40 Theft,2021
Port Phillip,1767.242212726,1828,B40 Theft,2021
Port Phillip,1158.181712717,1198,B40 Theft,2021
Port Phillip,31.903169048,33,B50 Deception,2021
Port Phillip,0.966762698,1,C10 Drug dealing and trafficking,2021
Port Phillip,23.202304762,24,C20 Cultivate or manufacture drugs,2021
Port Phillip,6.767338889,7,C30 Drug use and possession,2021
Port Phillip,76.374253176,79,D10 Weapons and explosives offences,2021
Port Phillip,4.833813492,5,D10 Weapons and explosives offences,2021
Port Phillip,107.310659526,111,D20 Disorderly and offensive conduct,2021
Port Phillip,4.833813492,5,D20 Disorderly and offensive conduct,2021
Port Phillip,4.833813492,5,D30 Public nuisance offences,2021
Port Phillip,0.966762698,1,D30 Public nuisance offences,2021
Port Phillip,136.313540478,141,E10 Justice procedures,2021
Port Phillip,8.700864286,9,E10 Justice procedures,2021
Port Phillip,37.703745239,39,E10 Justice procedures,2021
Port Phillip,16.434965873,17,E20 Breaches of orders,2021
Port Phillip,30.93640635,32,F20 Transport regulation offences,2021
Port Phillip,6.767338889,7,F30 Other government regulatory offences,2021
Port Phillip,202.579268182,224,A20 Assault and related offences,2020
Port Phillip,100.385262358,111,A20 Assault and related offences,2020
Port Phillip,1.808743466,2,A40 Abduction and related offences,2020
Port Phillip,9.04371733,10,A40 Abduction and related offences,2020
Port Phillip,46.122958381,51,"A70 Stalking, harassment and threatening behaviour",2020
Port Phillip,0.904371733,1,B10 Arson,2020
Port Phillip,778.664062076,861,B20 Property damage,2020
Port Phillip,0.904371733,1,B30 Burglary/Break and enter,2020
Port Phillip,0.904371733,1,B30 Burglary/Break and enter,2020
Port Phillip,461.229583808,510,B30 Burglary/Break and enter,2020
Port Phillip,1375.549405828,1521,B40 Theft,2020
Port Phillip,467.560185939,517,B40 Theft,2020
Port Phillip,599.598458951,663,B40 Theft,2020
Port Phillip,1019.226943043,1127,B40 Theft,2020
Port Phillip,6.330602131,7,C10 Drug dealing and trafficking,2020
Port Phillip,1.808743466,2,C30 Drug use and possession,2020
Port Phillip,6.330602131,7,D30 Public nuisance offences,2020
Port Phillip,44.314214915,49,D30 Public nuisance offences,2020
Port Phillip,3.617486932,4,D30 Public nuisance offences,2020
Port Phillip,1.808743466,2,D40 Public security offences,2020
Port Phillip,11.756832528,13,E10 Justice procedures,2020
Port Phillip,18.087434659,20,F20 Transport regulation offences,2020
Port Phillip,0.904371733,1,F30 Other government regulatory offences,2020
Port Phillip,92.641684472,103,A20 Assault and related offences,2023
Port Phillip,54.865463619,61,A20 Assault and related offences,2023
Port Phillip,335.488818525,373,A20 Assault and related offences,2023
Port Phillip,1.79886766,2,A40 Abduction and related offences,2023
Port Phillip,42.273390002,47,A50 Robbery,2023
Port Phillip,5.396602979,6,A60 Blackmail and extortion,2023
Port Phillip,0.89943383,1,A60 Blackmail and extortion,2023
Port Phillip,16.189808937,18,"A70 Stalking, harassment and threatening behaviour",2023
Port Phillip,45.871125321,51,"A70 Stalking, harassment and threatening behaviour",2023
Port Phillip,23.385279575,26,"A70 Stalking, harassment and threatening behaviour",2023
Port Phillip,11.692639788,13,A80 Dangerous and negligent acts endangering people,2023
Port Phillip,35.977353193,40,B10 Arson,2023
Port Phillip,849.964969186,945,B20 Property damage,2023
Port Phillip,62.060934258,69,B20 Property damage,2023
Port Phillip,17.988676597,20,B20 Property damage,2023
Port Phillip,594.525761516,661,B40 Theft,2023
Port Phillip,397.549752783,442,B40 Theft,2023
Port Phillip,377.762208527,420,B40 Theft,2023
Port Phillip,1121.593985794,1247,B40 Theft,2023
Port Phillip,576.537084919,641,B50 Deception,2023
Port Phillip,17.988676597,20,B50 Deception,2023
Port Phillip,0.89943383,1,B50 Deception,2023
Port Phillip,35.977353193,40,B50 Deception,2023
Port Phillip,49.46886064,55,C20 Cultivate or manufacture drugs,2023
Port Phillip,0.89943383,1,C30 Drug use and possession,2023
Port Phillip,169.992993837,189,D10 Weapons and explosives offences,2023
Port Phillip,8.094904468,9,D20 Disorderly and offensive conduct,2023
Port Phillip,4.497169149,5,D40 Public security offences,2023
Port Phillip,172.691295327,192,E20 Breaches of orders,2023
Port Phillip,11.692639788,13,E20 Breaches of orders,2023
Port Phillip,3.597735319,4,F90 Miscellaneous offences,2023
Port Phillip,14.424463891,15,A40 Abduction and related offences,2022
Port Phillip,1.923261852,2,A60 Blackmail and extortion,2022
Port Phillip,47.119915376,49,"A70 Stalking, harassment and threatening behaviour",2022
Port Phillip,43.273391672,45,B10 Arson,2022
Port Phillip,1.923261852,2,B10 Arson,2022
Port Phillip,762.573324358,793,B20 Property damage,2022
Port Phillip,12.501202039,13,B20 Property damage,2022
Port Phillip,91.354937975,95,B30 Burglary/Break and enter,2022
Port Phillip,529.858640254,551,B40 Theft,2022
Port Phillip,56.736224637,59,B50 Deception,2022
Port Phillip,12.501202039,13,B50 Deception,2022
Port Phillip,26.925665929,28,C20 Cultivate or manufacture drugs,2022
Port Phillip,3.846523704,4,C30 Drug use and possession,2022
Port Phillip,200.019232619,208,D10 Weapons and explosives offences,2022
Port Phillip,44.235022598,46,D20 Disorderly and offensive conduct,2022
Port Phillip,2.884892778,3,D30 Public nuisance offences,2022
Port Phillip,92.316568901,96,D30 Public nuisance offences,2022
Port Phillip,6.731416482,7,E10 Justice procedures,2022
Port Phillip,30.772189634,32,E10 Justice procedures,2022
Port Phillip,9.616309261,10,E20 Breaches of orders,2022
Port Phillip,50.271660318,52,A50 Robbery,2021
Port Phillip,1.933525397,2,A60 Blackmail and extortion,2021
Port Phillip,32.869931747,34,"A70 Stalking, harassment and threatening behaviour",2021
Port Phillip,30.93640635,32,A80 Dangerous and negligent acts endangering people,2021
Port Phillip,46.404609525,48,A80 Dangerous and negligent acts endangering people,2021
Port Phillip,29.002880953,30,B10 Arson,2021
Port Phillip,490.148688103,507,B30 Burglary/Break and enter,2021
Port Phillip,574.257042866,594,B40 Theft,2021
Port Phillip,421.508536515,436,B40 Theft,2021
Port Phillip,49.30489762,51,B50 Deception,2021
Port Phillip,643.863957153,666,B50 Deception,2021
Port Phillip,629.362516677,651,C30 Drug use and possession,2021
Port Phillip,181.751387304,188,D10 Weapons and explosives offences,2021
Port Phillip,40.604033334,42,D20 Disorderly and offensive conduct,2021
Port Phillip,68.640151588,71,D20 Disorderly and offensive conduct,2021
Port Phillip,11.601152381,12,D20 Disorderly and offensive conduct,2021
Port Phillip,2.900288095,3,D30 Public nuisance offences,2021
Port Phillip,0.966762698,1,D30 Public nuisance offences,2021
Port Phillip,66.706626192,69,D30 Public nuisance offences,2021
Port Phillip,6.767338889,7,E10 Justice procedures,2021
Port Phillip,724.105261123,749,E20 Breaches of orders,2021
Port Phillip,177.884336511,184,E20 Breaches of orders,2021
Port Phillip,191.419014289,198,E20 Breaches of orders,2021
Port Phillip,2.900288095,3,F10 Regulatory driving offences,2021
Port Phillip,250.510970029,277,A30 Sexual offences,2020
Port Phillip,50.644817046,56,A50 Robbery,2020
Port Phillip,1.808743466,2,A60 Blackmail and extortion,2020
Port Phillip,13.565575994,15,"A70 Stalking, harassment and threatening behaviour",2020
Port Phillip,18.087434659,20,"A70 Stalking, harassment and threatening behaviour",2020
Port Phillip,23.513665057,26,"A70 Stalking, harassment and threatening behaviour",2020
Port Phillip,28.035523722,31,A80 Dangerous and negligent acts endangering people,2020
Port Phillip,35.270497585,39,B10 Arson,2020
Port Phillip,242.371624433,268,B30 Burglary/Break and enter,2020
Port Phillip,450.377123013,498,B40 Theft,2020
Port Phillip,56.975419176,63,B50 Deception,2020
Port Phillip,677.374427985,749,B50 Deception,2020
Port Phillip,1.808743466,2,B50 Deception,2020
Port Phillip,224.284189773,248,C10 Drug dealing and trafficking,2020
Port Phillip,16.278691193,18,C20 Cultivate or manufacture drugs,2020
Port Phillip,742.489192758,821,C30 Drug use and possession,2020
Port Phillip,80.489084233,89,D10 Weapons and explosives offences,2020
Port Phillip,113.04646662,125,D20 Disorderly and offensive conduct,2020
Port Phillip,92.245916762,102,D20 Disorderly and offensive conduct,2020
Port Phillip,15.37431946,17,D20 Disorderly and offensive conduct,2020
Port Phillip,21.704921591,24,D30 Public nuisance offences,2020
Port Phillip,193.535550853,214,E10 Justice procedures,2020
Port Phillip,1.808743466,2,E10 Justice procedures,2020
Port Phillip,34.366125852,38,E10 Justice procedures,2020
Port Phillip,572.467306962,633,E20 Breaches of orders,2020
Port Phillip,152.83882287,169,E20 Breaches of orders,2020
Port Phillip,188.109320455,208,E20 Breaches of orders,2020
Port Phillip,3.617486932,4,E20 Breaches of orders,2020
Port Phillip,2.713115199,3,F20 Transport regulation offences,2020
Port Phillip,2.713115199,3,F30 Other government regulatory offences,2020
Port Phillip,0.904371733,1,F30 Other government regulatory offences,2020
Port Phillip,1033.69689077,1143,F90 Miscellaneous offences,2020
Port Phillip,1.808743466,2,F90 Miscellaneous offences,2020
Hobsons Bay,2.147956416,2,A10 Homicide and related offences,2023
Hobsons Bay,146.06103629,136,A20 Assault and related offences,2023
Hobsons Bay,152.504905538,142,A20 Assault and related offences,2023
Hobsons Bay,136.395232418,127,A20 Assault and related offences,2023
Hobsons Bay,95.584060513,89,A30 Sexual offences,2023
Hobsons Bay,28.997411616,27,A50 Robbery,2023
Hobsons Bay,3.221934624,3,A50 Robbery,2023
Hobsons Bay,4.295912832,4,A60 Blackmail and extortion,2023
Hobsons Bay,13.961716704,13,"A70 Stalking, harassment and threatening behaviour",2023
Hobsons Bay,5.36989104,5,"A70 Stalking, harassment and threatening behaviour",2023
Hobsons Bay,41.885150113,39,"A70 Stalking, harassment and threatening behaviour",2023
Hobsons Bay,20.405585952,19,B10 Arson,2023
Hobsons Bay,47.255041153,44,B30 Burglary/Break and enter,2023
Hobsons Bay,1.073978208,1,B30 Burglary/Break and enter,2023
Hobsons Bay,205.12983773,191,B30 Burglary/Break and enter,2023
Hobsons Bay,229.831336515,214,B30 Burglary/Break and enter,2023
Hobsons Bay,337.229157316,314,B40 Theft,2023
Hobsons Bay,80.548365601,75,B40 Theft,2023
Hobsons Bay,673.384336424,627,B40 Theft,2023
Hobsons Bay,5.36989104,5,B50 Deception,2023
Hobsons Bay,8.591825664,8,C20 Cultivate or manufacture drugs,2023
Hobsons Bay,39.737193696,37,D10 Weapons and explosives offences,2023
Hobsons Bay,37.58923728,35,D20 Disorderly and offensive conduct,2023
Hobsons Bay,1.073978208,1,D20 Disorderly and offensive conduct,2023
Hobsons Bay,1.073978208,1,E10 Justice procedures,2023
Hobsons Bay,347.968939396,324,E20 Breaches of orders,2023
Hobsons Bay,2.147956416,2,E20 Breaches of orders,2023
Hobsons Bay,1.073978208,1,F20 Transport regulation offences,2023
Hobsons Bay,23.627520576,22,F20 Transport regulation offences,2023
Hobsons Bay,7.517847456,7,F20 Transport regulation offences,2023
Hobsons Bay,2.147956416,2,F90 Miscellaneous offences,2023
Hobsons Bay,40.303693779,37,A20 Assault and related offences,2022
Hobsons Bay,1.089289021,1,A40 Abduction and related offences,2022
Hobsons Bay,4.357156084,4,A50 Robbery,2022
Hobsons Bay,2.178578042,2,A60 Blackmail and extortion,2022
Hobsons Bay,28.321514547,26,"A70 Stalking, harassment and threatening behaviour",2022
Hobsons Bay,4.357156084,4,"A70 Stalking, harassment and threatening behaviour",2022
Hobsons Bay,19.607202379,18,A80 Dangerous and negligent acts endangering people,2022
Hobsons Bay,70.803786369,65,A80 Dangerous and negligent acts endangering people,2022
Hobsons Bay,3.267867063,3,B10 Arson,2022
Hobsons Bay,70.803786369,65,B20 Property damage,2022
Hobsons Bay,3.267867063,3,B20 Property damage,2022
Hobsons Bay,221.125671274,203,B30 Burglary/Break and enter,2022
Hobsons Bay,1098.003333224,1008,B40 Theft,2022
Hobsons Bay,230.929272464,212,B40 Theft,2022
Hobsons Bay,640.501944381,588,B40 Theft,2022
Hobsons Bay,20.6964914,19,B50 Deception,2022
Hobsons Bay,9.80360119,9,B50 Deception,2022
Hobsons Bay,8.714312168,8,C20 Cultivate or manufacture drugs,2022
Hobsons Bay,61.000185179,56,D10 Weapons and explosives offences,2022
Hobsons Bay,13.071468253,12,D20 Disorderly and offensive conduct,2022
Hobsons Bay,26.142936505,24,D20 Disorderly and offensive conduct,2022
Hobsons Bay,31.589381611,29,D20 Disorderly and offensive conduct,2022
Hobsons Bay,54.464451053,50,E20 Breaches of orders,2022
Hobsons Bay,2.178578042,2,F20 Transport regulation offences,2022
Hobsons Bay,2.178578042,2,F30 Other government regulatory offences,2022
Hobsons Bay,97.543000206,90,A20 Assault and related offences,2021
Hobsons Bay,34.681955629,32,A20 Assault and related offences,2021
Hobsons Bay,158.236422556,146,A20 Assault and related offences,2021
Hobsons Bay,123.554466928,114,A30 Sexual offences,2021
Hobsons Bay,13.005733361,12,"A70 Stalking, harassment and threatening behaviour",2021
Hobsons Bay,11.921922247,11,"A70 Stalking, harassment and threatening behaviour",2021
Hobsons Bay,19.508600041,18,A80 Dangerous and negligent acts endangering people,2021
Hobsons Bay,37.933388969,35,A80 Dangerous and negligent acts endangering people,2021
Hobsons Bay,2.167622227,2,B10 Arson,2021
Hobsons Bay,477.960701009,441,B20 Property damage,2021
Hobsons Bay,39.017200082,36,B20 Property damage,2021
Hobsons Bay,180.996455938,167,B30 Burglary/Break and enter,2021
Hobsons Bay,1.083811113,1,B30 Burglary/Break and enter,2021
Hobsons Bay,280.70707837,259,B40 Theft,2021
Hobsons Bay,123.554466928,114,B40 Theft,2021
Hobsons Bay,1.083811113,1,B40 Theft,2021
Hobsons Bay,653.53810138,603,B40 Theft,2021
Hobsons Bay,32.514333402,30,B50 Deception,2021
Hobsons Bay,16.257166701,15,B50 Deception,2021
Hobsons Bay,6.50286668,6,B50 Deception,2021
Hobsons Bay,13.005733361,12,C20 Cultivate or manufacture drugs,2021
Hobsons Bay,9.754300021,9,C20 Cultivate or manufacture drugs,2021
Hobsons Bay,3.25143334,3,D10 Weapons and explosives offences,2021
Hobsons Bay,30.346711175,28,D20 Disorderly and offensive conduct,2021
Hobsons Bay,22.760033381,21,D20 Disorderly and offensive conduct,2021
Hobsons Bay,10.838111134,10,D20 Disorderly and offensive conduct,2021
Hobsons Bay,4.335244454,4,D20 Disorderly and offensive conduct,2021
Hobsons Bay,59.609611237,55,D30 Public nuisance offences,2021
Hobsons Bay,2.167622227,2,D30 Public nuisance offences,2021
Hobsons Bay,9.754300021,9,E10 Justice procedures,2021
Hobsons Bay,42.268633423,39,E10 Justice procedures,2021
Hobsons Bay,1.083811113,1,F30 Other government regulatory offences,2021
Hobsons Bay,1.083811113,1,F30 Other government regulatory offences,2021
Hobsons Bay,1.083811113,1,F30 Other government regulatory offences,2021
Hobsons Bay,180.996455938,167,F90 Miscellaneous offences,2021
Hobsons Bay,6.50286668,6,F90 Miscellaneous offences,2021
Hobsons Bay,121.857699621,116,A20 Assault and related offences,2020
Hobsons Bay,134.463668547,128,A20 Assault and related offences,2020
Hobsons Bay,7.353481874,7,A50 Robbery,2020
Hobsons Bay,1.050497411,1,A60 Blackmail and extortion,2020
Hobsons Bay,7.353481874,7,"A70 Stalking, harassment and threatening behaviour",2020
Hobsons Bay,37.817906779,36,"A70 Stalking, harassment and threatening behaviour",2020
Hobsons Bay,22.060445621,21,B10 Arson,2020
Hobsons Bay,1.050497411,1,B20 Property damage,2020
Hobsons Bay,29.413927495,28,B30 Burglary/Break and enter,2020
Hobsons Bay,193.291523536,184,B40 Theft,2020
Hobsons Bay,220.60445621,210,B40 Theft,2020
Hobsons Bay,316.199720568,301,B50 Deception,2020
Hobsons Bay,4.201989642,4,B50 Deception,2020
Hobsons Bay,86.140787663,82,C10 Drug dealing and trafficking,2020
Hobsons Bay,12.605968926,12,C20 Cultivate or manufacture drugs,2020
Hobsons Bay,5.252487053,5,C30 Drug use and possession,2020
Hobsons Bay,316.199720568,301,C30 Drug use and possession,2020
Hobsons Bay,2.100994821,2,C90 Other drug offences,2020
Hobsons Bay,60.92884981,58,D10 Weapons and explosives offences,2020
Hobsons Bay,86.140787663,82,D10 Weapons and explosives offences,2020
Hobsons Bay,1.050497411,1,D10 Weapons and explosives offences,2020
Hobsons Bay,17.858455979,17,D20 Disorderly and offensive conduct,2020
Hobsons Bay,11.555471516,11,D20 Disorderly and offensive conduct,2020
Hobsons Bay,2.100994821,2,D30 Public nuisance offences,2020
Hobsons Bay,1.050497411,1,D30 Public nuisance offences,2020
Hobsons Bay,4.201989642,4,E10 Justice procedures,2020
Hobsons Bay,67.231834274,64,E20 Breaches of orders,2020
Hobsons Bay,10.504974105,10,E20 Breaches of orders,2020
Hobsons Bay,1.050497411,1,F10 Regulatory driving offences,2020
Hobsons Bay,1.050497411,1,F90 Miscellaneous offences,2020
Boroondara,47.638378707,83,A20 Assault and related offences,2023
Boroondara,6.88747644,12,A60 Blackmail and extortion,2023
Boroondara,0.57395637,1,A60 Blackmail and extortion,2023
Boroondara,14.922865619,26,"A70 Stalking, harassment and threatening behaviour",2023
Boroondara,4.01769459,7,A80 Dangerous and negligent acts endangering people,2023
Boroondara,0.57395637,1,B10 Arson,2023
Boroondara,181.370212908,316,B30 Burglary/Break and enter,2023
Boroondara,130.288095981,227,B30 Burglary/Break and enter,2023
Boroondara,258.280366483,450,B40 Theft,2023
Boroondara,260.576191963,454,B50 Deception,2023
Boroondara,3.44373822,6,B50 Deception,2023
Boroondara,1.14791274,2,C30 Drug use and possession,2023
Boroondara,130.288095981,227,C30 Drug use and possession,2023
Boroondara,20.662429319,36,C90 Other drug offences,2023
Boroondara,14.348909249,25,D20 Disorderly and offensive conduct,2023
Boroondara,0.57395637,1,D30 Public nuisance offences,2023
Boroondara,42.472771377,74,D30 Public nuisance offences,2023
Boroondara,1.14791274,2,D40 Public security offences,2023
Boroondara,49.934204187,87,E20 Breaches of orders,2023
Boroondara,0.57395637,1,F30 Other government regulatory offences,2023
Boroondara,1.14791274,2,F90 Miscellaneous offences,2023
Boroondara,1.179941003,2,A10 Homicide and related offences,2022
Boroondara,35.98820059,61,A20 Assault and related offences,2022
Boroondara,45.427728614,77,A20 Assault and related offences,2022
Boroondara,11.799410029,20,A20 Assault and related offences,2022
Boroondara,139.82300885,237,A20 Assault and related offences,2022
Boroondara,81.415929204,138,A20 Assault and related offences,2022
Boroondara,99.115044248,168,A30 Sexual offences,2022
Boroondara,10.029498525,17,A50 Robbery,2022
Boroondara,10.619469027,18,"A70 Stalking, harassment and threatening behaviour",2022
Boroondara,21.238938053,36,"A70 Stalking, harassment and threatening behaviour",2022
Boroondara,12.979351032,22,B10 Arson,2022
Boroondara,2.359882006,4,B10 Arson,2022
Boroondara,57.227138643,97,B20 Property damage,2022
Boroondara,2.359882006,4,B30 Burglary/Break and enter,2022
Boroondara,243.067846608,412,B40 Theft,2022
Boroondara,59.587020649,101,B40 Theft,2022
Boroondara,266.666666667,452,B50 Deception,2022
Boroondara,120.943952802,205,C30 Drug use and possession,2022
Boroondara,21.238938053,36,D20 Disorderly and offensive conduct,2022
Boroondara,1.179941003,2,D20 Disorderly and offensive conduct,2022
Boroondara,2.359882006,4,F20 Transport regulation offences,2022
Boroondara,0.589970501,1,F30 Other government regulatory offences,2022
Boroondara,83.633215344,142,A30 Sexual offences,2021
Boroondara,1.17793261,2,A40 Abduction and related offences,2021
Boroondara,1.17793261,2,A40 Abduction and related offences,2021
Boroondara,8.834494579,15,"A70 Stalking, harassment and threatening behaviour",2021
Boroondara,19.435888073,33,"A70 Stalking, harassment and threatening behaviour",2021
Boroondara,7.656561968,13,A80 Dangerous and negligent acts endangering people,2021
Boroondara,25.91451743,44,A80 Dangerous and negligent acts endangering people,2021
Boroondara,52.418001166,89,B20 Property damage,2021
Boroondara,796.871410987,1353,B40 Theft,2021
Boroondara,5.300696747,9,C20 Cultivate or manufacture drugs,2021
Boroondara,129.572587152,220,C30 Drug use and possession,2021
Boroondara,24.147618515,41,D10 Weapons and explosives offences,2021
Boroondara,11.779326105,20,D20 Disorderly and offensive conduct,2021
Boroondara,2.944831526,5,D20 Disorderly and offensive conduct,2021
Boroondara,1.17793261,2,D30 Public nuisance offences,2021
Boroondara,0.588966305,1,D30 Public nuisance offences,2021
Boroondara,4.122764137,7,E10 Justice procedures,2021
Boroondara,5.889663052,10,E10 Justice procedures,2021
Boroondara,1.17793261,2,F20 Transport regulation offences,2021
Boroondara,0.588966305,1,F20 Transport regulation offences,2021
Boroondara,42.405573977,72,F90 Miscellaneous offences,2021
Boroondara,0.588966305,1,F90 Miscellaneous offences,2021
Boroondara,33.169360506,59,A20 Assault and related offences,2020
Boroondara,111.314125088,198,A20 Assault and related offences,2020
Boroondara,1.124385102,2,A40 Abduction and related offences,2020
Boroondara,1.124385102,2,A60 Blackmail and extortion,2020
Boroondara,7.870695713,14,"A70 Stalking, harassment and threatening behaviour",2020
Boroondara,8.432888264,15,"A70 Stalking, harassment and threatening behaviour",2020
Boroondara,10.119465917,18,"A70 Stalking, harassment and threatening behaviour",2020
Boroondara,14.617006325,26,"A70 Stalking, harassment and threatening behaviour",2020
Boroondara,0.562192551,1,A80 Dangerous and negligent acts endangering people,2020
Boroondara,262.543921293,467,B20 Property damage,2020
